WORK,SENT.ADDR,PARENLEN
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|60,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|61,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|62,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|63,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|64,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|65,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|66,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|67,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|68,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|69,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|70,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|71,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|72,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|73,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|74,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|75,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|76,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|77,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|78,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|79,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|80,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|81,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|82,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|83,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|84,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|85,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|86,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|87,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|88,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|89,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|90,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|91,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|92,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|93,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|94,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|95,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|96,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|97,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|99,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|100,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|101,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|102,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|103,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|104,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|105,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,11
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|107,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|109,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|111,6
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|112,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|114,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|115,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|116,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|118,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|119,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|120,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|121,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|123,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|124,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|125,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|127,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|128,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|129,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|130,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|131,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|132,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|133,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|134,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|136,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|137,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|138,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|140,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|141,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|142,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|143,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|144,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|145,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|147,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|148,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|149,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|150,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|151,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|152,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|154,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|155,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|157,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|158,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|159,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|160,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|161,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|162,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|163,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|164,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|165,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|166,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|167,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|168,18
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|169,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|170,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|171,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|172,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|173,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|174,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|175,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|176,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|177,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|178,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|179,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|180,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|181,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|182,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|183,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|184,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|185,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|186,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|187,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|188,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|189,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|190,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|191,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|192,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|193,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|194,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|195,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|196,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|197,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|198,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|199,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|200,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|201,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|202,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|203,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|204,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|205,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|206,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|207,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|208,6
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|209,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|210,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|211,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|212,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|213,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|214,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|215,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|216,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|217,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|218,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|219,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|220,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|221,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|222,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|223,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|224,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|225,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|226,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|227,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|228,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|229,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|230,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|231,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|232,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|233,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|234,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|235,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|236,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|237,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|238,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|239,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|240,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|241,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|242,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|243,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|244,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|245,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|246,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|247,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|248,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|249,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|250,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|251,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|252,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|253,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|254,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|255,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|256,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|257,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|258,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|259,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|260,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|261,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|262,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|263,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|264,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|265,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|266,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|267,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|268,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|269,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|270,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|271,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|272,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|273,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|274,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|275,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|276,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|277,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|278,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|279,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|280,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|281,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|282,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|283,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|284,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|285,2
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|286,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|287,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|288,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|289,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|290,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|291,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|292,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|293,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|294,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|295,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|296,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|297,6
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|298,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|299,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|300,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|301,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|302,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|303,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|304,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|305,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|306,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|307,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|308,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|309,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|310,0
